     3.000     3.000     2.000     4.000     4.000     1.000     8.000     9.000     8.000     8.000     2.000     3.000     5.000     6.000     1.000     1.000 10322.000    -2.219    -0.928     2.205    -0.559    -0.133     0.228     0.161    -0.085    -0.025    -0.220     5.428     5.969     5.368     5.069     3.221     2.786     5.494     5.598     5.211     4.463     3.641     3.631     3.867     4.477     4.532     4.319 17
     9.000     9.000     7.000     6.000     6.000     4.000     7.000     8.000     7.000     3.000     2.000     4.000     5.000     3.000     2.000     4.000 10463.000     2.357     1.229     1.651    -0.701    -0.466     0.228     0.161    -0.085    -0.025    -0.220     5.428     5.969     5.368     5.069     3.221     2.786     5.494     5.598     5.211     4.463     3.641     3.631     3.867     4.477     4.532     4.319 17
     7.000     8.000     9.000     6.000     3.000     3.000     2.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     3.000     3.000 10468.000     1.274     0.213    -3.703    -3.222    -3.424     0.228     0.161    -0.085    -0.025    -0.220     5.428     5.969     5.368     5.069     3.221     2.786     5.494     5.598     5.211     4.463     3.641     3.631     3.867     4.477     4.532     4.319 17
     2.000     5.000     7.000     5.000     2.000     2.000     2.000     4.000     1.000     3.000     1.000     3.000     2.000     2.000     0.000     6.000 10488.000    -1.309    -0.641    -2.612    -1.645    -2.031     0.228     0.161    -0.085    -0.025    -0.220     5.428     5.969     5.368     5.069     3.221     2.786     5.494     5.598     5.211     4.463     3.641     3.631     3.867     4.477     4.532     4.319 17
     9.000     8.000     9.000     6.000     4.000     4.000    10.000    10.000    10.000     2.000     3.000     1.000     0.000     6.000     1.000     1.000  8393.000     1.814     0.798     2.653    -2.120    -2.398     0.904     0.521     1.140     1.056     0.179     6.104     6.630     6.039     5.428     3.839     2.847     6.719     6.984     6.371     5.543     4.593     4.586     4.266     5.472     5.626     5.539 15
     7.000    10.000     7.000     5.000     5.000     4.000     7.000    10.000     5.000     8.000     8.000     7.000     8.000     8.000     8.000     8.000  8401.000     1.736     0.664     0.652     2.608     2.913     0.904     0.521     1.140     1.056     0.179     6.104     6.630     6.039     5.428     3.839     2.847     6.719     6.984     6.371     5.543     4.593     4.586     4.266     5.472     5.626     5.539 15
     7.000     7.000     6.000     6.000     4.000     3.000     9.000     8.000     8.000     8.000     7.000     7.000     7.000     9.000     6.000     8.000  8508.000     0.661     0.257     1.368     2.140     2.551     0.904     0.521     1.140     1.056     0.179     6.104     6.630     6.039     5.428     3.839     2.847     6.719     6.984     6.371     5.543     4.593     4.586     4.266     5.472     5.626     5.539 15
     6.000     7.000     6.000     6.000     4.000     3.000     8.000     6.000     5.000     7.000     5.000     6.000     4.000     7.000     4.000     9.000  8554.000     0.129     0.191    -0.432     0.743     0.652     0.904     0.521     1.140     1.056     0.179     6.104     6.630     6.039     5.428     3.839     2.847     6.719     6.984     6.371     5.543     4.593     4.586     4.266     5.472     5.626     5.539 15
     7.000     7.000     8.000     6.000     4.000     3.000     9.000     9.000     8.000     9.000     7.000     7.000     6.000     9.000     4.000     6.000  8685.000     1.049     0.290     1.648     2.177     1.898     0.904     0.521     1.140     1.056     0.179     6.104     6.630     6.039     5.428     3.839     2.847     6.719     6.984     6.371     5.543     4.593     4.586     4.266     5.472     5.626     5.539 15
     6.000     5.000     6.000     3.000     3.000     2.000    10.000     7.000    10.000    10.000     7.000     8.000     7.000     8.000     4.000     5.000  8733.000    -0.290    -0.907     1.828     2.501     1.887     0.904     0.521     1.140     1.056     0.179     6.104     6.630     6.039     5.428     3.839     2.847     6.719     6.984     6.371     5.543     4.593     4.586     4.266     5.472     5.626     5.539 15
     8.000     7.000     7.000     4.000     6.000     3.000     8.000     6.000     5.000     8.000     5.000     6.000     8.000     8.000     6.000     7.000  8875.000     0.972     0.101    -0.368     1.004     2.137     0.904     0.521     1.140     1.056     0.179     6.104     6.630     6.039     5.428     3.839     2.847     6.719     6.984     6.371     5.543     4.593     4.586     4.266     5.472     5.626     5.539 15
     8.000     8.000     6.000     7.000     5.000     2.000     3.000     5.000     4.000     4.000     2.000     2.000     1.000     6.000     7.000     9.000  8907.000     0.693     0.057    -2.052    -1.978    -0.831     0.904     0.521     1.140     1.056     0.179     6.104     6.630     6.039     5.428     3.839     2.847     6.719     6.984     6.371     5.543     4.593     4.586     4.266     5.472     5.626     5.539 15
    10.000     7.000     9.000     6.000     5.000     2.000     8.000     7.000     8.000     7.000     8.000     9.000     9.000    10.000     9.000    10.000  8947.000     2.199     0.009     0.990     3.178     4.192     0.904     0.521     1.140     1.056     0.179     6.104     6.630     6.039     5.428     3.839     2.847     6.719     6.984     6.371     5.543     4.593     4.586     4.266     5.472     5.626     5.539 15
